code,URIEL,learned,distance,name,joshi,family
drl,True,False,True,Paakantyi,0.0,Pama-Nyungan
drn,False,False,True,West Damar,,Austronesian
dro,False,False,True,Daro-Matu Melanau,,Austronesian
drq,False,False,True,Dura,,Sino-Tibetan
drr,False,False,True,Dororo,,Bookkeeping
drs,False,False,True,Gedeo,,Afro-Asiatic
drt,False,False,True,Drents,,Indo-European
dru,True,False,True,Rukai,0.0,Austronesian
drw,False,False,True,?,,Indo-European
dry,True,False,True,Darai,0.0,Indo-European
dsb,True,False,True,Lower Sorbian,1.0,Indo-European
dse,True,False,True,Dutch Sign Language,,Sign Language
dsh,True,False,True,Daasanach,,Afro-Asiatic
dsi,False,False,True,Disa,,Central Sudanic
dsl,False,False,True,Danish Sign Language,,Sign Language
dsn,False,False,True,Dusner,,Austronesian
dso,False,False,True,Desiya,,Bookkeeping
dsq,False,False,True,Tadaksahak,,Songhay
dta,True,False,True,Daur,,Mongolic-Khitan
dtb,False,False,True,Labuk-Kinabatangan Kadazan,,Austronesian
dtd,False,False,True,Ditidaht,,Wakashan
dth,False,False,True,Adithinngithigh,,?
dti,False,False,True,Ana Tinga Dogon,,Dogon
dtk,False,False,True,Tene Kan Dogon,,Dogon
dtm,False,False,True,Tomo Kan Dogon,,Dogon
dtn,False,False,True,?,,Gumuz
dto,False,False,True,Tommo So Dogon,,Dogon
dtp,False,True,True,Central Dusun,,Austronesian
dtr,False,False,True,Lotud,,Austronesian
dts,True,False,True,Toro So Dogon,,Dogon
dtt,False,False,True,Toro Tegu Dogon,,Dogon
dtu,False,False,True,Tebul Ure Dogon,,Dogon
dty,False,False,True,Dotyali,,Indo-European
dua,True,False,True,Duala,0.0,Atlantic-Congo
dub,False,False,True,Dubli,,Indo-European
duc,True,False,True,Duna,0.0,?
dud,True,False,True,Hun-Saare,,Atlantic-Congo
due,False,True,True,Umiray Dumaget Agta,,Austronesian
duf,True,False,True,Dumbea,,Austronesian
dug,True,False,True,Duruma,,Atlantic-Congo
duh,False,False,True,Dungra Bhil,,Indo-European
dui,False,False,True,Dumun,,Nuclear Trans New Guinea
duj,True,False,True,Dhuwal,0.0,Pama-Nyungan
duk,False,False,True,Uyajitaya,,Nuclear Trans New Guinea
dul,False,False,True,Alabat Island Agta,,Austronesian
dum,True,False,True,Middle Dutch (ca. 1050-1350),,Indo-European
dun,False,False,True,Dusun Deyah,,Austronesian
duo,True,True,True,Dupaninan Agta,,Austronesian
dup,False,False,True,Duano,,Austronesian
duq,False,False,True,Dusun Malang,,Austronesian
dur,True,True,True,Dii,0.0,Atlantic-Congo
dus,True,False,True,Dumi,0.0,Sino-Tibetan
duu,True,False,True,Drung,,Sino-Tibetan
duv,False,False,True,Duvle,,Lakes Plain
duw,False,False,True,Dusun Witu,,Austronesian
dux,False,False,True,Duungooma,,Mande
duy,False,False,True,Dicamay Agta,,Austronesian
duz,False,False,True,Duli,,Atlantic-Congo
dva,False,False,True,Duau,,Austronesian
dwa,False,False,True,Diri,,Afro-Asiatic
dwl,False,False,True,?,,Bookkeeping
dwr,False,True,True,Dawro,,Ta-Ne-Omotic
dws,False,False,True,Dutton World Speedwords,,Artificial Language
dwu,False,False,True,?,,Pama-Nyungan
dww,False,True,True,Dawawa,,Austronesian
dwy,False,False,True,?,,Pama-Nyungan
dya,False,False,True,Dyan,,Atlantic-Congo
dyb,False,False,True,Dyaberdyaber,,Nyulnyulan
dyd,False,False,True,Dyugun,,Nyulnyulan
dyg,False,False,True,Villa Viciosa Agta,,Unattested
dyi,True,True,True,Djimini Senoufo,,Atlantic-Congo
dym,False,False,True,Yanda Dom Dogon,,Dogon
dyn,False,False,True,Dyangadi,,Pama-Nyungan
dyo,True,False,True,Jola-Fonyi,,Atlantic-Congo
dyu,True,False,True,Dyula,0.0,Mande
dyy,True,False,True,Dyaabugay,,Pama-Nyungan
dza,False,False,True,Tunzu,,Atlantic-Congo
dzd,False,False,True,?,,Afro-Asiatic
dze,False,False,True,Djiwarli,,Pama-Nyungan
dzg,True,False,True,Dazaga,,Saharan
dzl,False,False,True,Dzalakha,,Sino-Tibetan
dzn,False,False,True,Dzando,,Atlantic-Congo
dzo,False,False,True,Dzongkha,1.0,Sino-Tibetan
eaa,False,False,True,Karenggapa,,?
ebg,False,False,True,Ebughu,,Atlantic-Congo
ebk,False,True,True,Eastern Bontok,,Austronesian
ebo,False,False,True,Teke-Ebo,,Atlantic-Congo
ebr,False,False,True,Ebrié,,Atlantic-Congo
ebu,False,False,True,Embu,,Atlantic-Congo
ecr,False,False,True,Eteocretan,,Unclassifiable
ecs,False,False,True,Ecuadorian Sign Language,,Sign Language
ecy,False,False,True,Eteocypriot,,Unclassifiable
eee,False,False,True,E,,Tai-Kadai
efa,False,False,True,Efai,,Atlantic-Congo
efe,False,False,True,Efe,,Central Sudanic
efi,True,False,True,Efik,0.0,Atlantic-Congo
ega,True,False,True,Ega,0.0,Atlantic-Congo
egl,False,False,True,Emilian,,Indo-European
ego,False,False,True,Eggon,,Atlantic-Congo
egy,False,False,True,Egyptian (Ancient),,Afro-Asiatic
ehu,False,False,True,Ehueun,,Atlantic-Congo
eip,True,False,True,Eipomek,,Nuclear Trans New Guinea
eit,False,False,True,Eitiep,,Nuclear Torricelli
eiv,False,False,True,Askopan,,North Bougainville
eja,False,False,True,Ejamat,,Atlantic-Congo
eka,False,True,True,Ekajuk,,Atlantic-Congo
ekb,False,False,True,?,,Sino-Tibetan
ekc,False,False,True,Eastern Karnic,,?
eke,False,False,True,Ekit,,Atlantic-Congo
ekg,True,False,True,Ekari,0.0,Nuclear Trans New Guinea
eki,False,False,True,Eki,,Atlantic-Congo
ekk,True,False,True,Standard Estonian,,Uralic
ekl,False,False,True,Kol (Bangladesh),,Austroasiatic
ekm,False,False,True,Elip,,Atlantic-Congo
eko,True,False,True,Koti,,Atlantic-Congo
ekp,False,False,True,Ekpeye,,Atlantic-Congo
ekr,False,False,True,Yace,,Atlantic-Congo
eky,True,False,True,Eastern Kayah,,Sino-Tibetan
ele,False,False,True,Elepi,,Nuclear Torricelli
elh,False,False,True,El Hugeirat,,Nubian
eli,False,False,True,Nding,,Narrow Talodi
elk,False,False,True,Elkei,,Nuclear Torricelli
ell,True,True,True,Modern Greek (1453-),,Indo-European
elm,False,False,True,Eleme,,Atlantic-Congo
elo,False,False,True,El Molo,,Afro-Asiatic
elp,False,False,True,?,,Bookkeeping
elu,False,False,True,Elu,,Austronesian
elx,False,False,True,Elamite,,?
ema,True,False,True,Emai-Iuleha-Ora,,Atlantic-Congo
emb,True,False,True,Embaloh,0.0,Austronesian
eme,True,False,True,Emerillon,,Tupian
emg,False,False,True,Eastern Meohang,,Sino-Tibetan
emi,True,True,True,Mussau-Emira,,Austronesian
emk,True,False,True,Eastern Maninkakan,,Mande
eml,True,False,True,?,,Indo-European
emm,False,False,True,Mamulique,,Comecrudan
emn,False,False,True,Eman,,Atlantic-Congo
emo,False,False,True,?,,Bookkeeping
emp,True,True,True,Northern Emberá,,Chocoan
ems,True,False,True,Pacific Gulf Yupik,,Eskimo-Aleut
emu,False,False,True,Eastern Muria,,Dravidian
emw,False,False,True,Emplawas,,Austronesian
emx,False,False,True,Erromintxela,,Speech Register
emy,False,False,True,Epigraphic Mayan,,Mayan
ena,False,False,True,Apali,,Nuclear Trans New Guinea
enb,False,False,True,Markweeta,,Nilotic
enc,False,False,True,En,,Tai-Kadai
end,False,False,True,Ende,,Austronesian
enf,False,False,True,Forest Enets,,Uralic
eng,True,False,True,English,5.0,Indo-European
enh,True,False,True,Tundra Enets,,Uralic
enl,False,False,True,Enlhet,,Lengua-Mascoy
enm,True,False,True,Middle English (1100-1500),,Indo-European
enn,True,False,True,Engenni,0.0,Atlantic-Congo
eno,True,False,True,Enggano,0.0,Austronesian
enq,True,False,True,Enga,0.0,Nuclear Trans New Guinea
enr,False,False,True,Emumu,,Pauwasi
enu,False,False,True,Enu,,Sino-Tibetan
env,False,False,True,Enwan (Edu State),,Atlantic-Congo
enw,False,False,True,Enwan (Akwa Ibom State),,Atlantic-Congo
enx,False,True,True,Enxet,,Lengua-Mascoy
eot,False,False,True,Beti (Côte d'Ivoire),,Atlantic-Congo
epi,False,False,True,Epie,,Atlantic-Congo
epo,False,True,True,Esperanto,1.0,Artificial Language
era,False,False,True,Eravallan,,Dravidian
erg,True,False,True,Sie,,Austronesian
erh,False,False,True,Eruwa,,Atlantic-Congo
eri,False,False,True,Ogea,,Nuclear Trans New Guinea
erk,True,False,True,South Efate,,Austronesian
ero,False,False,True,Horpa,,Sino-Tibetan
err,False,False,True,Erre,,Giimbiyu
ers,False,False,True,Ersu,,Sino-Tibetan
ert,False,False,True,Eritai,,Lakes Plain
erw,False,False,True,Erokwanas,,Austronesian
ese,True,True,True,Ese Ejja,0.0,Pano-Tacanan
esg,False,False,True,?,,Dravidian
esh,False,False,True,Eshtehardi,,Indo-European
esi,True,True,True,North Alaskan Inupiatun,,Eskimo-Aleut
esk,False,True,True,Northwest Alaska Inupiatun,,Eskimo-Aleut
esl,False,False,True,Egypt Sign Language,,Sign Language
esm,False,False,True,Esuma,,Unattested
esn,False,False,True,Salvadoran Sign Language,,Sign Language
eso,False,False,True,Estonian Sign Language,,Sign Language
esq,True,False,True,Esselen,0.0,?
ess,True,False,True,Central Siberian Yupik,,Eskimo-Aleut
est,True,True,True,Estonian,3.0,?
esu,True,True,True,Central Yupik,,Eskimo-Aleut
esy,False,False,True,Eskayan,,Artificial Language
etb,False,False,True,Etebi,,Atlantic-Congo
etc,False,False,True,Etchemin,,?
eth,False,False,True,Ethiopian Sign Language,,Sign Language
etn,False,False,True,Eton (Vanuatu),,Austronesian
eto,False,False,True,Eton (Cameroon),,Atlantic-Congo
etr,True,True,True,Edolo,0.0,Bosavi
ets,True,False,True,Yekhee,,Atlantic-Congo
ett,False,False,True,Etruscan,,?
etu,True,True,True,Ejagham,0.0,Atlantic-Congo
etx,False,False,True,Eten,,Atlantic-Congo
etz,False,False,True,Semimi,,Mairasic
eus,True,True,True,Basque,4.0,?
eve,True,False,True,Even,,Tungusic
evh,False,False,True,Uvbie,,Atlantic-Congo
evn,True,False,True,Evenki,0.0,Tungusic
ewe,True,True,True,Ewe,1.0,Atlantic-Congo
ewo,True,False,True,Ewondo,0.0,Atlantic-Congo
ext,False,False,True,Extremaduran,1.0,Indo-European
eya,True,False,True,Eyak,0.0,Athabaskan-Eyak-Tlingit
eyo,False,False,True,Keiyo,,Nilotic
eza,False,True,True,Ezaa,,Atlantic-Congo
eze,False,False,True,Uzekwe,,Atlantic-Congo
faa,True,True,True,Fasu,0.0,?
fab,False,False,True,Fa d'Ambu,,Indo-European
fad,False,False,True,Wagi,,Nuclear Trans New Guinea
faf,False,False,True,Fagani,,Austronesian
fag,False,False,True,Finongan,,Nuclear Trans New Guinea
fah,False,False,True,Baissa Fali,,Atlantic-Congo
fai,False,True,True,Faiwol,,Nuclear Trans New Guinea
faj,False,False,True,Faita,,Nuclear Trans New Guinea
fak,False,False,True,Fang (Cameroon),,Atlantic-Congo
fal,False,False,True,South Fali,,Atlantic-Congo
fam,False,False,True,Fam,,Atlantic-Congo
fan,False,False,True,Fang (Equatorial Guinea),,Atlantic-Congo
fao,True,True,True,Faroese,1.0,Indo-European
fap,True,False,True,Palor,0.0,Atlantic-Congo
far,False,False,True,Fataleka,,Austronesian
fas,False,False,True,Persian,4.0,?
fat,False,False,True,Fanti,,Atlantic-Congo
fau,False,False,True,Fayu,,Lakes Plain
fax,False,False,True,Fala,,Indo-European
fay,False,False,True,Southwestern Fars,,Indo-European
faz,False,False,True,Northwestern Fars,,Bookkeeping
fbl,False,False,True,West Albay Bikol,,Austronesian
fcs,True,False,True,Quebec Sign Language,,Sign Language
fer,False,False,True,Feroge,,Atlantic-Congo
ffi,False,False,True,Foia Foia,,Bookkeeping
ffm,True,True,True,Maasina Fulfulde,,Atlantic-Congo
fgr,False,False,True,Fongoro,,Central Sudanic
fia,True,False,True,Nobiin,0.0,Nubian
fie,False,False,True,Fyer,,Afro-Asiatic
fij,True,True,True,Fijian,1.0,Austronesian
fil,False,False,True,Filipino,,Austronesian
fin,True,True,True,Finnish,4.0,Uralic
fip,False,False,True,Fipa,,Atlantic-Congo
fir,False,False,True,Firan,,Atlantic-Congo
fit,False,False,True,Tornedalen Finnish,,Uralic
fiw,False,False,True,Fiwaga,,East Kutubu
fkk,False,False,True,Kirya-Konzəl,,Afro-Asiatic
fkv,False,False,True,Kven Finnish,,Uralic
fla,True,False,True,Kalispel-Pend d'Oreille,,Salishan
flh,False,False,True,Foau,,Lakes Plain
fli,False,False,True,Fali,,Afro-Asiatic
fll,False,False,True,North Fali,,Atlantic-Congo
fln,False,False,True,Flinders Island,,Pama-Nyungan
flr,True,False,True,Fuliiru,,Atlantic-Congo
fly,False,False,True,Flaaitaal,,Speech Register
fmp,True,False,True,Fe'fe',0.0,Atlantic-Congo
fmu,False,False,True,Far Western Muria,,Dravidian
fnb,False,False,True,?,,Austronesian
fng,False,False,True,Fanagalo,,Pidgin
fni,False,False,True,Fania,,Atlantic-Congo
fod,False,False,True,Foodo,,Atlantic-Congo
foi,True,False,True,Foi,,East Kutubu
fom,False,False,True,Foma,,Bookkeeping
fon,True,True,True,Fon,,Atlantic-Congo
for,True,True,True,Fore,0.0,Nuclear Trans New Guinea
fos,True,False,True,Siraya,0.0,Austronesian
fpe,False,False,True,Fernando Po Creole English,,Indo-European
fqs,True,False,True,Fas,,Baibai-Fas
fra,True,True,True,French,5.0,Indo-European
frc,False,False,True,Cajun French,,Indo-European
frd,True,False,True,Fordata,0.0,Austronesian
frk,False,False,True,Frankish,,Indo-European
frm,False,False,True,Middle French (ca. 1400-1600),,Indo-European
fro,True,False,True,Old French (842-ca. 1400),,Indo-European
frp,False,False,True,Arpitan,,Indo-European
frq,False,False,True,Forak,,Nuclear Trans New Guinea
frr,True,False,True,Northern Frisian,,Indo-European
frs,True,False,True,Eastern Frisian,,Indo-European
frt,False,False,True,Fortsenal,,Austronesian
fry,True,False,True,Western Frisian,,Indo-European
fse,True,False,True,Finnish Sign Language,0.0,Sign Language
fsl,True,False,True,French Sign Language,,Sign Language
fss,False,False,True,Finland-Swedish Sign Language,,Sign Language
fub,True,True,True,Adamawa Fulfulde,,Atlantic-Congo
fuc,True,False,True,Pulaar,,Atlantic-Congo
fud,True,False,True,East Futuna,,Austronesian
fue,False,False,True,Borgu Fulfulde,,Atlantic-Congo
fuf,True,False,True,Pular,,Atlantic-Congo
fuh,True,True,True,Western Niger Fulfulde,,Atlantic-Congo
fui,False,False,True,Bagirmi Fulfulde,,Atlantic-Congo
fuj,False,False,True,Ko,0.0,Heibanic
ful,False,False,True,Fulah,,Atlantic-Congo
fum,False,False,True,Fum,,Bookkeeping
fun,True,False,True,Fulniô,0.0,?
fuq,True,True,True,Central-Eastern Niger Fulfulde,,Atlantic-Congo
fur,False,False,True,Friulian,1.0,Indo-European
fut,True,False,True,Futuna-Aniwa,0.0,Austronesian
fuu,True,False,True,Furu,,Central Sudanic
fuv,True,True,True,Nigerian Fulfulde,,Atlantic-Congo
fuy,False,False,True,Fuyug,,?
fvr,True,False,True,Fur,0.0,Furan
fwa,True,False,True,Fwâi,,Austronesian
fwe,False,False,True,Fwe,,Atlantic-Congo
gaa,True,False,True,Ga,,Atlantic-Congo
gab,False,False,True,Gabri,,Afro-Asiatic
gac,False,False,True,Mixed Great Andamanese,,Great Andamanese
gad,False,False,True,Gaddang,,Austronesian
gae,True,False,True,Guarequena,,Arawakan
gaf,False,False,True,Gende,,Nuclear Trans New Guinea
gag,True,False,True,Gagauz,1.0,Turkic
gah,True,True,True,Alekano,,Nuclear Trans New Guinea
gai,False,False,True,Borei,,Lower Sepik-Ramu
gaj,True,False,True,Gadsup,0.0,Nuclear Trans New Guinea
gak,False,False,True,Gamkonora,,North Halmahera
gal,False,False,True,Galolen,,Austronesian
gam,False,True,True,Kandawo,,Nuclear Trans New Guinea
gan,False,False,True,Gan Chinese,1.0,Sino-Tibetan
gao,False,False,True,Gants,,Nuclear Trans New Guinea
gap,False,False,True,Gal,,Nuclear Trans New Guinea
gaq,True,False,True,Gata',,Austroasiatic
gar,False,False,True,Galeya,,Austronesian
gas,False,False,True,Adiwasi Garasia,,Indo-European
gat,False,False,True,Kenati,,Nuclear Trans New Guinea
gau,True,False,True,Mudhili Gadaba,,Dravidian
gav,False,False,True,?,,Bookkeeping
gaw,False,True,True,Nobonob,,Nuclear Trans New Guinea
gax,True,False,True,Borana-Arsi-Guji Oromo,,Afro-Asiatic
gay,True,False,True,Gayo,0.0,Austronesian
gaz,True,False,True,West Central Oromo,,Afro-Asiatic
gba,False,False,True,Gbaya (Central African Republic),,?
gbb,True,False,True,Kaytetye,,Pama-Nyungan
gbc,True,False,True,?,,?
gbd,True,False,True,Karadjeri,0.0,Pama-Nyungan
gbe,False,False,True,Niksek,,Sepik
gbf,False,False,True,Gaikundi,,Ndu
gbg,False,False,True,Gbanziri,,Atlantic-Congo
gbh,False,False,True,Defi Gbe,,Atlantic-Congo
gbi,True,False,True,Galela,0.0,North Halmahera
gbj,True,False,True,Bodo Gadaba,,Austroasiatic
gbk,False,False,True,Gaddi,,Indo-European
gbl,False,False,True,Gamit,,Indo-European
gbm,False,False,True,Garhwali,,Indo-European
gbn,False,False,True,Mo'da,,Central Sudanic
gbo,True,False,True,Northern Grebo,,Kru
gbp,True,False,True,Gbaya-Bossangoa,,Atlantic-Congo
gbq,False,False,True,Gbaya-Bozoum,,Atlantic-Congo
gbr,True,True,True,Gbagyi,,Atlantic-Congo
gbs,False,False,True,Gbesi Gbe,,Atlantic-Congo
gbu,True,False,True,Gagadu,,?
gbv,False,False,True,Gbanu,,Atlantic-Congo
gbw,False,False,True,Gabi-Gabi,,Pama-Nyungan
gbx,False,False,True,Eastern Xwla Gbe,,Atlantic-Congo
gby,False,False,True,Gbari,,Atlantic-Congo
gbz,False,False,True,Zoroastrian Dari,,Indo-European
gcc,True,False,True,Mali,0.0,Baining
gcd,True,False,True,Ganggalida,,Tangkic
gce,False,False,True,Galice,,Athabaskan-Eyak-Tlingit
gcf,True,False,True,Guadeloupean Creole French,,Indo-European
gcl,False,False,True,Grenadian Creole English,,Indo-European
gcn,False,False,True,Gaina,,Nuclear Trans New Guinea
gcr,True,False,True,Guianese Creole French,,Indo-European
gct,False,False,True,Colonia Tovar German,,Indo-European
gda,True,False,True,Gade Lohar,,Indo-European
gdb,True,False,True,Pottangi Ollar Gadaba,,Dravidian
gdc,False,False,True,Gugu Badhun,,Pama-Nyungan
gdd,False,False,True,Gedaged,,Austronesian
gde,True,False,True,Gude,0.0,Afro-Asiatic
gdf,True,False,True,Guduf-Gava,,Afro-Asiatic
gdg,False,True,True,Ga'dang,,Austronesian
gdh,False,False,True,Gadjerawang,,Jarrakan
gdi,False,False,True,Gundi,,Atlantic-Congo
gdj,False,False,True,Gurdjar,,Pama-Nyungan
gdk,False,False,True,Gadang,,Afro-Asiatic
gdl,False,False,True,Dirasha,,Afro-Asiatic
gdm,True,False,True,Laal,0.0,?
gdn,False,True,True,Umanakaina,,Dagan
gdo,True,False,True,Ghodoberi,,Nakh-Daghestanian
gdq,True,False,True,Mehri,0.0,Afro-Asiatic
gdr,False,True,True,Wipi,,Eastern Trans-Fly
gds,False,False,True,Ghandruk Sign Language,,Sign Language
gdt,False,False,True,Kungardutyi,,?
gdu,False,False,True,Gudu,,Afro-Asiatic
gdx,False,False,True,Godwari,,Indo-European
gea,False,False,True,Geruma,,Afro-Asiatic
geb,True,True,True,Kire,0.0,Lower Sepik-Ramu
gec,False,False,True,Gboloo Grebo,,Kru
ged,True,False,True,Gade,0.0,Atlantic-Congo
geg,False,False,True,Gengle,,Bookkeeping
geh,False,False,True,Hutterite German,,Indo-European
gei,False,False,True,Gebe,,Austronesian
gej,True,False,True,Gen,,Atlantic-Congo
gek,False,False,True,Yiwom,,Afro-Asiatic
gel,False,False,True,ut-Ma'in,,Atlantic-Congo
geq,False,False,True,Geme,,Atlantic-Congo
ges,False,False,True,Geser-Gorom,,Austronesian
gev,False,False,True,Eviya,,Atlantic-Congo
gew,False,False,True,Gera,,Afro-Asiatic
gex,False,False,True,Garre,,Afro-Asiatic
gey,True,False,True,Enya,0.0,Atlantic-Congo
gez,False,False,True,Geez,,Afro-Asiatic
gfk,True,True,True,Patpatar,0.0,Austronesian
gft,False,False,True,Gafat,,Afro-Asiatic
gga,False,False,True,Gao,,Austronesian
ggb,False,False,True,Gbii,,Kru
ggd,True,False,True,Gugadj,0.0,Pama-Nyungan
gge,True,False,True,Guragone,,Maningrida
ggg,False,False,True,Gurgula,,Indo-European
ggk,False,False,True,Kungarakany,,?
ggl,False,False,True,Ganglau,,Nuclear Trans New Guinea
ggm,False,False,True,?,,Bookkeeping
ggn,False,False,True,Eastern Gurung,,Sino-Tibetan
ggo,True,False,True,Southern Gondi,,?
ggr,False,False,True,?,,Pama-Nyungan
ggt,False,False,True,Gitua,,Austronesian
ggu,False,False,True,Gagu,,Mande
ggw,True,False,True,Gogodala,0.0,Suki-Gogodala
gha,False,False,True,Ghadamès,,Afro-Asiatic
ghc,False,False,True,Hiberno-Scottish Gaelic,,Indo-European
ghe,False,False,True,Southern Ghale,,Sino-Tibetan
ghh,False,False,True,Northern Ghale,,Sino-Tibetan
ghk,False,False,True,Geko Karen,,Sino-Tibetan
ghl,True,False,True,Ghulfan,0.0,Nubian
ghn,False,False,True,Ghanongga,,Austronesian
gho,False,False,True,Ghomara,,Afro-Asiatic
ghr,False,False,True,Ghera,,Indo-European
ghs,True,True,True,Guhu-Samane,0.0,Nuclear Trans New Guinea
ght,False,False,True,Kuke,,Sino-Tibetan
gia,True,False,True,Kitja,0.0,Jarrakan
gib,False,False,True,Gibanawa,,Pidgin
gic,False,False,True,Gail,,Unclassifiable
gid,True,True,True,Gidar,0.0,Afro-Asiatic
gig,False,False,True,Goaria,,Indo-European
gih,False,False,True,Githabul,,Pama-Nyungan
gil,True,False,True,Gilbertese,,Austronesian
gim,False,False,True,Gimi (Eastern Highlands),,Nuclear Trans New Guinea
gin,True,False,True,Hinukh,,Nakh-Daghestanian
gio,True,False,True,?,,Bookkeeping
gip,False,False,True,Gimi (West New Britain),,Austronesian
giq,False,False,True,Green Gelao,,Tai-Kadai
gir,False,False,True,Red Gelao,,Tai-Kadai
gis,True,False,True,North Giziga,,Afro-Asiatic
git,True,False,True,Gitxsan,,Tsimshian
giu,False,False,True,Mulao,0.0,Tai-Kadai
giw,False,False,True,White Gelao,,Tai-Kadai
gix,False,False,True,Gilima,,Atlantic-Congo
giy,False,False,True,Giyug,,Unattested
giz,False,True,True,South Giziga,,Afro-Asiatic
gji,False,False,True,Geji,,?
gjk,False,False,True,Kachi Koli,,Indo-European
gjm,False,False,True,Gunditjmara,,Pama-Nyungan
gjn,True,False,True,Gonja,,Atlantic-Congo
gjr,False,False,True,?,,Mixed Language
gju,True,False,True,Gujari,,Indo-European
gka,False,False,True,Guya,,Nuclear Trans New Guinea
gke,False,False,True,Ndai,,Atlantic-Congo
gkn,True,False,True,Gokana,0.0,Atlantic-Congo
gko,False,False,True,Kok-Nar,,Pama-Nyungan
gkp,True,True,True,Guinea Kpelle,,Mande
gku,False,False,True,ǂUngkue,,Tuu
gla,True,True,True,Scottish Gaelic,1.0,Indo-European
glc,False,False,True,Bon Gula,,Atlantic-Congo
gld,True,False,True,Nanai,0.0,Tungusic
gle,True,True,True,Irish,2.0,Indo-European
glg,True,False,True,Galician,3.0,Indo-European
glh,False,False,True,Northwest Pashai,,Indo-European
gli,False,False,True,Guliguli,,Bookkeeping
glj,True,False,True,Gula Iro,0.0,Atlantic-Congo
glk,True,False,True,Gilaki,1.0,Indo-European
gll,False,False,True,Garlali,,Pama-Nyungan
glo,False,False,True,Galambu,,Afro-Asiatic
glr,False,False,True,Glaro-Twabo,,Kru
glu,True,False,True,Gula (Chad),,Central Sudanic
glv,True,False,True,Manx,1.0,Indo-European
glw,False,False,True,Glavda,,Afro-Asiatic
gly,False,False,True,Gule,,?
gma,False,False,True,Gambera,,Worrorran
gmb,False,False,True,Gula'alaa,,Austronesian
gmd,False,False,True,Mághdì,,Atlantic-Congo
gmg,False,False,True,Magɨyi,,Nuclear Trans New Guinea
gmh,False,False,True,Middle High German (ca. 1050-1500),,Indo-European
gml,False,False,True,Middle Low German,,Indo-European
gmm,True,False,True,Gbaya-Mbodomo,,Atlantic-Congo
gmn,False,False,True,Gimnime,,Atlantic-Congo
gmo,True,False,True,?,,Bookkeeping
gmu,False,False,True,Gumalu,,Nuclear Trans New Guinea
gmv,False,True,True,Gamo,0.0,Ta-Ne-Omotic
gmx,False,False,True,Magoma,,Atlantic-Congo
gmy,False,False,True,Mycenaean Greek,,Indo-European
gmz,False,False,True,Mgbolizhia,,Atlantic-Congo
gna,False,False,True,Kaansa,,Atlantic-Congo
gnb,False,True,True,Gangte,,Sino-Tibetan
gnc,False,False,True,Guanche,,Afro-Asiatic
gnd,True,False,True,Zulgo-Gemzek,,Afro-Asiatic
gne,False,False,True,Ganang,,Atlantic-Congo
gng,True,True,True,Ngangam,,Atlantic-Congo
gnh,False,False,True,Lere,,Atlantic-Congo
gni,True,False,True,Gooniyandi,0.0,Bunaban
gnk,False,False,True,//Gana,,Khoe-Kwadi
gnl,False,False,True,Gangulu,,Pama-Nyungan
gnm,False,False,True,Ginuman,,Dagan
gnn,True,False,True,Gumatj,0.0,Pama-Nyungan
gno,False,False,True,Northern Gondi,,Dravidian
gnq,False,False,True,Gana,,Austronesian
gnr,True,False,True,Gureng Gureng,0.0,Pama-Nyungan
gnt,False,False,True,Guntai,,Yam
gnu,False,False,True,Gnau,,Nuclear Torricelli
gnw,False,True,True,Western Bolivian Guaraní,,Tupian
gny,True,False,True,?,,?
gnz,False,False,True,Ganzi,,Atlantic-Congo
goa,True,False,True,Guro,0.0,Mande
gob,True,False,True,Playero,0.0,Guahiboan
goc,False,False,True,Gorakor,,Austronesian
god,True,False,True,Godié,0.0,Kru
goe,False,False,True,Gongduk,,Sino-Tibetan
gof,False,True,True,Gofa,,Ta-Ne-Omotic
gog,False,False,True,Gogo,,Atlantic-Congo
goh,False,False,True,Old High German (ca. 750-1050),,Indo-European
goi,False,False,True,Gobasi,,East Strickland
goj,False,False,True,Gowlan,,Bookkeeping
gok,False,False,True,Gowli,,Bookkeeping
gol,True,False,True,Gola,0.0,Atlantic-Congo
gom,False,False,True,Goan Konkani,,Indo-European
gon,False,False,True,Gondi,0.0,Dravidian
goo,False,False,True,Gone Dau,,Austronesian
gop,False,False,True,Yeretuar,,Austronesian
goq,False,False,True,Gorap,,Austronesian
gor,True,False,True,Gorontalo,1.0,Austronesian
gos,False,False,True,Gronings,,Indo-European
got,True,False,True,Gothic,1.0,Indo-European
gou,False,False,True,Gavar,,Afro-Asiatic
gow,True,False,True,Gorowa,0.0,Afro-Asiatic
gox,False,False,True,Gobu,,Atlantic-Congo
goy,False,False,True,Goundo,,Atlantic-Congo
goz,False,False,True,Gozarkhani,,Indo-European
gpa,False,False,True,Gupa-Abawa,,Atlantic-Congo
gpe,False,False,True,Ghanaian Pidgin English,,Indo-European
gpn,True,False,True,Taiap,0.0,?
gqa,True,False,True,Ga'anda,0.0,Afro-Asiatic
gqi,False,False,True,Guiqiong,,Sino-Tibetan
gqn,True,False,True,Guana (Brazil),,Arawakan
gqr,False,True,True,Gor,,Central Sudanic
gqu,False,False,True,Qau,,Tai-Kadai
gra,False,False,True,Rajput Garasia,,Indo-European
grb,False,False,True,Grebo,0.0,Kru
grc,True,True,True,Ancient Greek (to 1453),,Indo-European
grd,False,False,True,Guruntum-Mbaaru,,Afro-Asiatic
gre,True,False,True,?,,?
