code,URIEL,learned,distance,name,joshi,family
grg,False,False,True,Madi,,Nuclear Trans New Guinea
grh,False,False,True,Gbiri-Niragu,,Atlantic-Congo
gri,False,False,True,Ghari,,Austronesian
grj,True,False,True,Southern Grebo,,Kru
grm,False,False,True,Kota Marudu Talantang,,Austronesian
grn,False,False,True,Guarani,,?
gro,False,False,True,Groma,,Sino-Tibetan
grq,False,False,True,Gorovu,,Lower Sepik-Ramu
grr,False,False,True,Taznatit,,Afro-Asiatic
grs,False,False,True,Gresi,,Nimboranic
grt,True,False,True,Garo,0.0,Sino-Tibetan
gru,True,False,True,Kistane,,Afro-Asiatic
grv,False,False,True,Central Grebo,,Kru
grw,False,False,True,Gweda,,Austronesian
grx,False,False,True,Guriaso,,?
gry,False,False,True,Barclayville Grebo,,Kru
grz,False,False,True,Guramalum,,Austronesian
gse,False,False,True,Ghanaian Sign Language,,Sign Language
gsg,True,False,True,German Sign Language,,Sign Language
gsl,False,False,True,Gusilay,,Atlantic-Congo
gsm,False,False,True,Guatemalan Sign Language,,Sign Language
gsn,False,False,True,Gusan,,Nuclear Trans New Guinea
gso,False,True,True,Southwest Gbaya,,Atlantic-Congo
gsp,False,False,True,Wasembo,,Nuclear Trans New Guinea
gss,True,False,True,Greek Sign Language,0.0,Sign Language
gsw,True,False,True,Swiss German,,Indo-European
gta,True,False,True,Guató,0.0,?
gti,False,False,True,?,,Bookkeeping
gtu,False,False,True,Aghu-Tharnggala,,Bookkeeping
gua,False,False,True,Shiki,,Atlantic-Congo
gub,True,True,True,Guajajára,,Tupian
guc,True,True,True,Wayuu,,Arawakan
gud,False,True,True,Yocoboué Dida,,Kru
gue,True,False,True,Gurinji,,Pama-Nyungan
guf,True,False,True,Gupapuyngu,0.0,Pama-Nyungan
gug,True,False,True,Paraguayan Guaraní,,Tupian
guh,True,True,True,Guahibo,0.0,Guahiboan
gui,True,True,True,Eastern Bolivian Guaraní,,Tupian
guj,True,False,True,Gujarati,1.0,Indo-European
guk,True,False,True,Gumuz,0.0,Gumuz
gul,False,True,True,Sea Island Creole English,,Indo-European
gum,True,True,True,Guambiano,0.0,Barbacoan
gun,True,True,True,Mbyá Guaraní,,Tupian
guo,True,True,True,Guayabero,0.0,Guahiboan
gup,True,False,True,Gunwinggu,,Gunwinyguan
guq,True,False,True,Aché,0.0,Tupian
gur,True,True,True,Farefare,,Atlantic-Congo
gus,False,False,True,Guinean Sign Language,,Sign Language
gut,False,False,True,Maléku Jaíka,,Chibchan
guu,True,False,True,Yanomamö,,Yanomamic
guv,False,False,True,Gey,,Bookkeeping
guw,True,False,True,Gun,,Atlantic-Congo
gux,True,False,True,Gourmanchéma,,Atlantic-Congo
guz,True,False,True,Gusii,0.0,Atlantic-Congo
gva,True,False,True,Guana (Paraguay),,Lengua-Mascoy
gvc,True,True,True,Guanano,0.0,Tucanoan
gve,False,False,True,Duwet,,Austronesian
gvf,True,True,True,Golin,0.0,Nuclear Trans New Guinea
gvj,True,False,True,Guajá,,Tupian
gvl,False,True,True,Gulay,,Central Sudanic
gvm,False,False,True,Gurmana,,Atlantic-Congo
gvn,True,True,True,Kuku-Yalanji,0.0,Pama-Nyungan
gvo,True,False,True,Gavião Do Jiparaná,,Tupian
gvp,True,False,True,Pará Gavião,,Nuclear-Macro-Je
gvr,True,False,True,Western Gurung,,Sino-Tibetan
gvs,True,False,True,Gumawana,0.0,Austronesian
gvy,False,False,True,Guyani,,Pama-Nyungan
gwa,False,False,True,Mbato,,Atlantic-Congo
gwb,False,False,True,Gwa,,Atlantic-Congo
gwc,True,False,True,Kalami,0.0,Indo-European
gwd,True,False,True,Gawwada,,Afro-Asiatic
gwe,False,False,True,Gweno,,Atlantic-Congo
gwf,False,False,True,Gowro,,Indo-European
gwg,False,False,True,Moo,,Atlantic-Congo
gwi,True,True,True,Gwichʼin,,Athabaskan-Eyak-Tlingit
gwj,False,False,True,/Gwi,,Khoe-Kwadi
gwm,False,False,True,Awngthim,,Pama-Nyungan
gwn,False,False,True,Gwandara,,Afro-Asiatic
gwr,False,False,True,Gwere,,Atlantic-Congo
gwt,False,False,True,Gawar-Bati,,Indo-European
gwu,False,False,True,Guwamu,,Pama-Nyungan
gww,True,False,True,Kwini,,Worrorran
gwx,False,False,True,Gua,,Atlantic-Congo
gxx,True,False,True,Wè Southern,,Kru
gya,True,True,True,Northwest Gbaya,,Atlantic-Congo
gyb,True,False,True,Garus,0.0,Nuclear Trans New Guinea
gyd,True,False,True,Kayardild,0.0,Tangkic
gye,False,False,True,Gyem,,Atlantic-Congo
gyf,False,False,True,Gungabula,,Pama-Nyungan
gyg,False,False,True,Gbayi,,Atlantic-Congo
gyi,False,False,True,Gyele,,Atlantic-Congo
gyl,False,False,True,Gayil,,South Omotic
gym,True,True,True,Ngäbere,0.0,Chibchan
gyn,False,False,True,Guyanese Creole English,,Indo-European
gyr,True,True,True,Guarayu,,Tupian
gyy,True,False,True,Gunya,0.0,Pama-Nyungan
gza,False,False,True,Ganza,,Blue Nile Mao
gzi,False,False,True,Gazi,,Indo-European
gzn,False,False,True,Gane,,Austronesian
haa,False,False,True,Han,,Athabaskan-Eyak-Tlingit
hab,False,False,True,Hanoi Sign Language,,Sign Language
hac,True,False,True,Gurani,,Indo-European
had,True,False,True,Hatam,0.0,Hatam-Mansim
hae,True,False,True,Eastern Oromo,,Afro-Asiatic
haf,False,False,True,Haiphong Sign Language,,Sign Language
hag,True,True,True,Hanga,,Atlantic-Congo
hah,False,False,True,Hahon,,Austronesian
hai,False,False,True,Haida,0.0,?
haj,False,False,True,Hajong,,Indo-European
hak,True,False,True,Hakka Chinese,1.0,Sino-Tibetan
hal,True,False,True,Halang,0.0,Austroasiatic
ham,False,False,True,Hewa,,Sepik
han,False,False,True,Hangaza,,Atlantic-Congo
hao,False,False,True,Hakö,,Austronesian
hap,False,False,True,Hupla,,Nuclear Trans New Guinea
haq,False,False,True,Ha,,Atlantic-Congo
har,True,False,True,Harari,0.0,Afro-Asiatic
has,True,False,True,Haisla,0.0,Wakashan
hat,True,False,True,Haitian,2.0,Indo-European
hau,True,True,True,Hausa,2.0,Afro-Asiatic
hav,False,False,True,Havu,,Atlantic-Congo
haw,True,False,True,Hawaiian,1.0,Austronesian
hax,False,False,True,Southern Haida,,Haida
hay,True,False,True,Haya,0.0,Atlantic-Congo
haz,False,False,True,Hazaragi,,Indo-European
hba,False,False,True,Hamba,,Atlantic-Congo
hbb,True,False,True,Huba,,Afro-Asiatic
hbn,False,False,True,Heiban,,Heibanic
hbo,False,True,True,Ancient Hebrew,,Afro-Asiatic
hbs,False,False,True,Serbo-Croatian,1.0,Indo-European
hbu,False,False,True,Habu,,Austronesian
hca,False,False,True,Andaman Creole Hindi,,Indo-European
hch,True,True,True,Huichol,0.0,Uto-Aztecan
hdn,True,False,True,Northern Haida,,Haida
hds,False,False,True,Honduras Sign Language,,Sign Language
hdy,False,False,True,Hadiyya,,Afro-Asiatic
hea,False,False,True,Northern Qiandong Miao,,Hmong-Mien
heb,True,False,True,Hebrew,3.0,Afro-Asiatic
hed,False,False,True,Herdé,,Afro-Asiatic
heg,False,True,True,Helong,,Austronesian
heh,True,False,True,Hehe,0.0,Atlantic-Congo
hei,True,False,True,Heiltsuk,0.0,Wakashan
hem,True,False,True,Hemba,0.0,Atlantic-Congo
her,True,False,True,Herero,0.0,Atlantic-Congo
hgm,False,False,True,Hai//om,,Khoe-Kwadi
hgw,False,False,True,Haigwai,,Austronesian
hhi,False,False,True,Hoia Hoia,,Anim
hhr,False,False,True,Kerak,,Atlantic-Congo
hhy,False,False,True,Hoyahoya,,Anim
hia,True,False,True,Lamang,0.0,Afro-Asiatic
hib,False,False,True,Hibito,,Hibito-Cholon
hid,True,False,True,Hidatsa,0.0,Siouan
hif,False,False,True,Fiji Hindi,1.0,Indo-European
hig,False,False,True,Kamwe,,Afro-Asiatic
hih,False,False,True,Pamosu,,Nuclear Trans New Guinea
hii,False,False,True,Hinduri,,Indo-European
hij,False,False,True,Hijuk,,Atlantic-Congo
hik,False,False,True,Seit-Kaitetu,,Austronesian
hil,True,True,True,Hiligaynon,0.0,Austronesian
hin,True,True,True,Hindi,4.0,Indo-European
hio,False,False,True,Tsoa,,Khoe-Kwadi
hir,False,False,True,Himarimã,,Unattested
hit,True,False,True,Hittite,,Indo-European
hiw,False,False,True,Hiw,,Austronesian
hix,True,True,True,Hixkaryána,,Cariban
hji,False,False,True,Haji,,Austronesian
hka,False,False,True,Kahe,,Atlantic-Congo
hke,True,False,True,Hunde,0.0,Atlantic-Congo
hkk,False,False,True,Hunjara-Kaina Ke,,Nuclear Trans New Guinea
hks,False,False,True,Hong Kong Sign Language,0.0,Sign Language
hla,True,True,True,Halia,0.0,Austronesian
hlb,True,False,True,Halbi,0.0,Indo-European
hld,False,False,True,Halang Doan,,Austroasiatic
hle,False,False,True,Hlersu,,Sino-Tibetan
hlt,False,False,True,Matu Chin,,Sino-Tibetan
hlu,False,False,True,Hieroglyphic Luwian,,Indo-European
hma,False,False,True,Southern Mashan Hmong,,Hmong-Mien
hmb,False,False,True,Humburi Senni Songhay,,Songhay
hmc,False,False,True,Central Huishui Hmong,,Hmong-Mien
hmd,False,False,True,Large Flowery Miao,,Hmong-Mien
hme,False,False,True,Eastern Huishui Hmong,,Hmong-Mien
hmf,False,False,True,Hmong Don,,Hmong-Mien
hmg,False,False,True,Southwestern Guiyang Hmong,,Hmong-Mien
hmh,False,False,True,Southwestern Huishui Hmong,,Hmong-Mien
hmi,False,False,True,Northern Huishui Hmong,,Hmong-Mien
hmj,False,False,True,Ge,,Hmong-Mien
hmk,False,False,True,Maek,,?
hml,False,False,True,Luopohe Hmong,,Hmong-Mien
hmm,False,False,True,Central Mashan Hmong,,Hmong-Mien
hmn,False,False,True,Hmong,,?
hmo,False,False,True,Hiri Motu,0.0,Pidgin
hmp,False,False,True,Northern Mashan Hmong,,Hmong-Mien
hmq,False,False,True,Eastern Qiandong Miao,,Hmong-Mien
hmr,True,False,True,Hmar,0.0,Sino-Tibetan
hms,False,False,True,Southern Qiandong Miao,,Hmong-Mien
hmt,True,False,True,Hamtai,0.0,Angan
hmu,False,False,True,Hamap,,Timor-Alor-Pantar
hmv,False,False,True,Hmong Dô,,Hmong-Mien
hmw,False,False,True,Western Mashan Hmong,,Hmong-Mien
hmy,False,False,True,Southern Guiyang Hmong,,Hmong-Mien
hmz,False,False,True,Hmong Shua,,Hmong-Mien
hna,True,False,True,Mina (Cameroon),,Afro-Asiatic
hnd,False,False,True,Southern Hindko,,Indo-European
hne,False,True,True,Chhattisgarhi,,Indo-European
hnh,True,False,True,//Ani,0.0,Khoe-Kwadi
hni,True,False,True,Hani,0.0,Sino-Tibetan
hnj,True,True,True,Hmong Njua,0.0,Hmong-Mien
hnn,True,False,True,Hanunoo,,Austronesian
hno,False,False,True,Northern Hindko,,Indo-European
hns,False,True,True,Caribbean Hindustani,,Indo-European
hnu,False,False,True,Hung,,Austroasiatic
hoa,True,False,True,Hoava,0.0,Austronesian
hob,False,False,True,Mari (Madang Province),,Austronesian
hoc,True,False,True,Ho,0.0,Austroasiatic
hod,False,False,True,Holma,,Afro-Asiatic
hoe,False,False,True,Horom,,Atlantic-Congo
hoh,False,False,True,Hobyót,,Afro-Asiatic
hoi,False,False,True,Holikachuk,,Athabaskan-Eyak-Tlingit
hoj,False,False,True,Hadothi,,Indo-European
hol,False,False,True,Holu,,Atlantic-Congo
hom,False,False,True,Homa,,Atlantic-Congo
hoo,True,False,True,Holoholo,0.0,Atlantic-Congo
hop,True,True,True,Hopi,0.0,Uto-Aztecan
hor,False,False,True,Horo,,Central Sudanic
hos,False,False,True,Ho Chi Minh City Sign Language,,Sign Language
hot,False,True,True,Hote,,Austronesian
hov,False,False,True,Hovongan,,Austronesian
how,False,False,True,Honi,,Sino-Tibetan
hoy,False,False,True,Holiya,,Dravidian
hoz,False,False,True,Hozo,,Blue Nile Mao
hpo,False,False,True,Hpon,,Sino-Tibetan
hps,False,False,True,Hawai'i Sign Language (HSL),,Sign Language
hra,False,True,True,Hrangkhol,,Sino-Tibetan
hrc,False,False,True,Niwer Mil,,Austronesian
hre,True,False,True,Hre,0.0,Austroasiatic
hrk,False,False,True,Haruku,,Austronesian
hrm,False,False,True,Horned Miao,,Hmong-Mien
hro,False,False,True,Haroi,,Austronesian
hrp,False,False,True,Nhirrpi,,Pama-Nyungan
hrr,False,False,True,?,,Bookkeeping
hrt,False,False,True,Hértevin,,Afro-Asiatic
hru,False,False,True,Hruso,,?
hrv,True,True,True,Croatian,4.0,Indo-European
hrw,False,False,True,Warwar Feni,,Austronesian
hrx,False,False,True,Hunsrik,,Indo-European
hrz,False,False,True,Harzani,,Indo-European
hsb,True,False,True,Upper Sorbian,1.0,Indo-European
hsf,True,False,True,?,,Bookkeeping
hsh,False,False,True,Hungarian Sign Language,,Sign Language
hsl,False,False,True,Hausa Sign Language,,Sign Language
hsn,False,False,True,Xiang Chinese,,Sino-Tibetan
hss,True,False,True,Harsusi,0.0,Afro-Asiatic
hti,False,False,True,Hoti,,Austronesian
hto,True,True,True,Minica Huitoto,,Huitotoan
hts,True,False,True,Hadza,0.0,?
htu,False,False,True,Hitu,,Austronesian
htx,False,False,True,Middle Hittite,,?
hub,True,True,True,Huambisa,0.0,Chicham
huc,True,False,True,=/Hua,,Kxa
hud,False,False,True,Huaulu,,Austronesian
hue,False,False,True,San Francisco Del Mar Huave,,Huavean
huf,False,False,True,Humene,,Kwalean
hug,False,False,True,Huachipaeri,,Harakmbut
huh,False,False,True,Huilliche,,Araucanian
hui,False,False,True,Huli,,Nuclear Trans New Guinea
huj,False,False,True,Northern Guiyang Hmong,,Hmong-Mien
huk,False,False,True,Hulung,,Austronesian
hul,False,False,True,Hula,,Austronesian
hum,False,False,True,Hungana,,Atlantic-Congo
hun,True,True,True,Hungarian,4.0,Uralic
huo,False,False,True,Hu,,Austroasiatic
hup,True,False,True,Hupa,0.0,Athabaskan-Eyak-Tlingit
huq,True,False,True,Tsat,0.0,Austronesian
hur,True,False,True,Halkomelem,0.0,Salishan
hus,True,True,True,Huastec,0.0,Mayan
hut,False,False,True,Humla,,Sino-Tibetan
huu,True,True,True,Murui Huitoto,,Huitotoan
huv,True,True,True,San Mateo Del Mar Huave,,Huavean
huw,False,False,True,Hukumina,,Austronesian
hux,True,False,True,Nüpode Huitoto,,Huitotoan
huy,False,False,True,Hulaulá,,Afro-Asiatic
huz,True,False,True,Hunzib,0.0,Nakh-Daghestanian
hva,False,False,True,?,,Bookkeeping
hvc,False,False,True,Haitian Vodoun Culture Language,,Unclassifiable
hve,False,False,True,San Dionisio Del Mar Huave,,Huavean
hvk,False,False,True,Haveke,,Austronesian
hvn,True,False,True,Sabu,,Austronesian
hvv,False,False,True,Santa María Del Mar Huave,,Huavean
hwa,False,False,True,Wané,,Kru
hwc,True,True,True,Hawai'i Creole English,,Indo-European
hwo,False,False,True,Hwana,,Afro-Asiatic
hya,False,False,True,Hya,,Afro-Asiatic
hye,True,True,True,Armenian,1.0,Indo-European
iai,True,False,True,Iaai,0.0,Austronesian
ian,True,True,True,Iatmul,0.0,Ndu
iap,False,False,True,Iapama,,Bookkeeping
iar,False,False,True,Purari,,?
iba,True,True,True,Iban,0.0,Austronesian
ibb,True,False,True,Ibibio,0.0,Atlantic-Congo
ibd,True,False,True,Iwaidja,0.0,Iwaidjan Proper
ibe,False,False,True,Akpes,,Atlantic-Congo
ibg,True,False,True,Ibanag,0.0,Austronesian
ibi,False,False,True,?,,Bookkeeping
ibl,False,False,True,Ibaloi,,Austronesian
ibm,False,False,True,Agoi,,Atlantic-Congo
ibn,False,False,True,Ibino,,Atlantic-Congo
ibo,True,True,True,Igbo,1.0,Atlantic-Congo
ibr,False,False,True,Ibuoro,,Atlantic-Congo
ibu,False,False,True,Ibu,,North Halmahera
iby,False,False,True,Ibani,,Ijoid
ica,False,False,True,Ede Ica,,Atlantic-Congo
ich,False,False,True,Etkywan,,Atlantic-Congo
icl,True,False,True,Icelandic Sign Language,0.0,Sign Language
icr,False,True,True,Islander Creole English,,Indo-European
ida,False,False,True,Idakho-Isukha-Tiriki,,Atlantic-Congo
idb,False,False,True,Indo-Portuguese,,Indo-European
idc,False,False,True,Idon,,Atlantic-Congo
idd,False,False,True,Ede Idaca,,Atlantic-Congo
ide,False,False,True,Idere,,Atlantic-Congo
idi,False,False,True,Idi,,Pahoturi
ido,False,False,True,Ido,1.0,Artificial Language
idr,False,False,True,Indri,,Atlantic-Congo
ids,False,False,True,Idesa,,Bookkeeping
idt,False,False,True,Idaté,,Austronesian
idu,True,False,True,Idoma,0.0,Atlantic-Congo
ifa,False,True,True,Amganad Ifugao,,Austronesian
ifb,True,False,True,Batad Ifugao,,Austronesian
ife,True,False,True,Ifè,,Atlantic-Congo
iff,False,False,True,Ifo,,Austronesian
ifk,False,False,True,Tuwali Ifugao,,Austronesian
ifm,True,False,True,Teke-Fuumu,,Atlantic-Congo
ifu,False,True,True,Mayoyao Ifugao,,Austronesian
ify,False,True,True,Keley-I Kallahan,,Austronesian
igb,True,False,True,Ebira,0.0,Atlantic-Congo
ige,True,False,True,Igede,0.0,Atlantic-Congo
igg,False,False,True,Igana,,Lower Sepik-Ramu
igl,True,False,True,Igala,,Atlantic-Congo
igm,False,False,True,Kanggape,,Lower Sepik-Ramu
ign,True,True,True,Ignaciano,0.0,Arawakan
igo,False,False,True,Isebe,,Nuclear Trans New Guinea
igs,False,False,True,Interglossa,,Artificial Language
igw,False,False,True,Igwe,,Atlantic-Congo
ihb,False,False,True,Iha Based Pidgin,,Pidgin
ihi,False,False,True,Ihievbe,,Bookkeeping
ihp,True,False,True,Iha,0.0,West Bomberai
ihw,False,False,True,Bidhawal,,Pama-Nyungan
iii,True,False,True,Sichuan Yi,,Sino-Tibetan
iin,False,False,True,Thiin,,Pama-Nyungan
ijc,True,False,True,Izon,,Ijoid
ije,False,False,True,Biseni,,Ijoid
ijj,False,False,True,Ede Ije,,Atlantic-Congo
ijn,False,False,True,Kalabari,,Ijoid
ijs,True,False,True,Southeast Ijo,,Ijoid
ike,True,True,True,Eastern Canadian Inuktitut,,Eskimo-Aleut
iki,False,False,True,Iko,,Atlantic-Congo
ikk,False,True,True,Ika,0.0,Atlantic-Congo
ikl,False,False,True,Ikulu,,Atlantic-Congo
iko,False,False,True,Olulumo-Ikom,,Atlantic-Congo
ikp,False,False,True,Ikpeshi,,Atlantic-Congo
ikr,False,False,True,Ikaranggal,,Pama-Nyungan
iks,False,False,True,Inuit Sign Language,,Sign Language
ikt,True,False,True,Inuinnaqtun,,Eskimo-Aleut
iku,False,False,True,Inuktitut,1.0,?
ikv,False,False,True,Iku-Gora-Ankwa,,Atlantic-Congo
ikw,False,True,True,Ikwere,,Atlantic-Congo
ikx,True,False,True,Ik,0.0,Kuliak
ikz,False,False,True,Ikizu,,Atlantic-Congo
ila,False,False,True,Ile Ape,,Austronesian
ilb,True,True,True,Ila,0.0,Atlantic-Congo
ile,False,False,True,Interlingue,1.0,Artificial Language
ilg,False,False,True,Garig-Ilgar,,Iwaidjan Proper
ili,False,False,True,Ili Turki,,Turkic
ilk,False,False,True,Ilongot,,Austronesian
ill,False,False,True,Iranun,,Austronesian
ilm,False,False,True,?,,Austronesian
ilo,True,True,True,Iloko,1.0,Austronesian
ilp,False,False,True,?,,Austronesian
ils,False,False,True,International Sign,0.0,Sign Language
ilu,False,False,True,Ili'uun,,Austronesian
ilv,False,False,True,Ilue,,Atlantic-Congo
ilw,False,False,True,?,,Austronesian
ima,False,False,True,Mala Malasar,,Dravidian
ime,False,False,True,?,,Bookkeeping
imi,True,False,True,Anamgura,,Nuclear Trans New Guinea
iml,False,False,True,Miluk,,Coosan
imn,True,False,True,Imonda,0.0,Border
imo,False,True,True,Imbongu,,Nuclear Trans New Guinea
imr,False,False,True,Imroing,,Austronesian
ims,False,False,True,Marsian,,?
imy,False,False,True,Milyan,,Indo-European
ina,False,False,True,Interlingua (International Auxiliary Language Association),,Artificial Language
inb,True,True,True,Inga,0.0,Quechuan
ind,True,True,True,Indonesian,3.0,Austronesian
ing,True,False,True,Degexit'an,0.0,Athabaskan-Eyak-Tlingit
inh,True,False,True,Ingush,1.0,Nakh-Daghestanian
inj,True,False,True,Jungle Inga,,Quechuan
inl,False,False,True,Indonesian Sign Language,,Sign Language
inm,False,False,True,Minaean,,Afro-Asiatic
inn,False,False,True,Isinai,,Austronesian
ino,False,True,True,Inoke-Yate,,Nuclear Trans New Guinea
inp,True,False,True,Iñapari,,Arawakan
ins,True,False,True,Indian Sign Language,,Sign Language
int,False,False,True,Intha,,Sino-Tibetan
inz,True,False,True,Ineseño,,Chumashan
ior,False,False,True,Inor,,Afro-Asiatic
iou,False,True,True,Tuma-Irumu,,Nuclear Trans New Guinea
iow,True,False,True,Iowa-Oto,,Siouan
ipi,False,True,True,Ipili,,Nuclear Trans New Guinea
ipk,False,False,True,Inupiaq,,Eskimo-Aleut
ipo,False,False,True,Ipiko,,Anim
iqu,True,False,True,Iquito,0.0,Zaparoan
iqw,False,True,True,Ikwo,,Atlantic-Congo
ire,False,False,True,Iresim,,Austronesian
irh,True,False,True,Irarutu,0.0,Austronesian
iri,False,False,True,Irigwe,,Atlantic-Congo
irk,True,False,True,Iraqw,0.0,Afro-Asiatic
irn,True,False,True,Irántxe,,?
irr,False,False,True,Ir,,Bookkeeping
iru,True,False,True,Irula,,Dravidian
irx,False,False,True,Kamberau,,Nuclear Trans New Guinea
iry,False,False,True,Iraya,,Austronesian
isa,False,False,True,Isabi,,Nuclear Trans New Guinea
isc,False,False,True,Isconahua,,Pano-Tacanan
isd,True,True,True,Isnag,0.0,Austronesian
ise,True,False,True,Italian Sign Language,,Sign Language
isg,True,False,True,Irish Sign Language,0.0,Sign Language
ish,False,False,True,Esan,,Atlantic-Congo
isi,True,False,True,Nkem-Nkum,,Atlantic-Congo
isk,False,False,True,Ishkashimi,,Indo-European
isl,True,False,True,Icelandic,2.0,Indo-European
ism,False,False,True,Masimasi,,Austronesian
isn,False,False,True,Isanzu,,Atlantic-Congo
iso,True,False,True,Isoko,0.0,Atlantic-Congo
isr,True,False,True,Israeli Sign Language,0.0,Sign Language
ist,False,False,True,Istriot,,Indo-European
isu,False,False,True,Isu (Menchum Division),,Atlantic-Congo
ita,True,True,True,Italian,4.0,Indo-European
itb,False,False,True,Binongan Itneg,,Austronesian
itd,False,False,True,?,,Austronesian
ite,False,False,True,Itene,,Chapacuran
iti,False,False,True,Inlaod Itneg,,Austronesian
itk,False,False,True,Judeo-Italian,,Indo-European
itl,True,False,True,Itelmen,0.0,Chukotko-Kamchatkan
itm,False,False,True,Itu Mbon Uzo,,Atlantic-Congo
ito,True,False,True,Itonama,0.0,?
itr,False,False,True,Iteri,,Left May
its,True,False,True,Isekiri,0.0,Atlantic-Congo
itt,False,False,True,Maeng Itneg,,Austronesian
itv,True,False,True,Itawit,,Austronesian
itw,False,False,True,Ito,,Atlantic-Congo
itx,False,False,True,Itik,,Tor-Orya
ity,False,False,True,Moyadan Itneg,,Austronesian
itz,True,False,True,Itzá,,Mayan
ium,True,True,True,Iu Mien,,Hmong-Mien
